COURSE_SUBJECT,COURSE_NUMBER,COURSE_TITLE,RESOURCE_NAME,ISBN
ASIAN AM,150,Lit & Culture of Asian America,China Men,0679723288
CLASSICS,834,Roman Political Thought,The Aeneid,0679729525
ENGL,245,Seminar in the Major,The Professor's House,0679731801
ENGL,242,Literature and Culture II,As I Lay Dying,0679732259
AFROAMER,227,Masterpieces of Afro Amer Lit,Invisible Man,0679732761
AFROAMER,227,Masterpieces of Afro Amer Lit,The Fire Next Time,0679744726
ENGL,458,Major American Writer(s),The Old Man and the Sea,0684801223
ENGL,458,Major American Writer(s),The Complete Short Stories,0684843322
G L E,801,Spec Topics-Geological Engr,Theory of Linear Poroelasticity with Applications to Geomechanics and Hydrogeology,0691037462
A A E,737,Applied Econometric Analysis 3,Mostly Harmless Econometrics: An Empiricist's Companion,0691120355
ART HIST,500,Prosem:Spec Topics-Art Hist,Privilege: The Making of an Adolescent Elite at St. Paul?s School,0691156231
JEWISH,231,Elem Topics in Jewish History,"Defining neighbors:Religion, race, and the early Zionist-Arab encounter",0691159508
POLI SCI,160,Intro to Political Theory,Princeton Readings in Political Thought,0691159973
POLI SCI,408,The American Presidency,Thinking About the Presidency: The Primacy of Power,0691165684
PHYSICS,406,Special Topics in Physics,Gravitation,0691177793
HISTORY,861,Seminar-History of Africa,Worldmaking After Empire: The Rise and Fall of Self-Determination,0691179155
LEGAL ST,645,Intellectual Freedom,Speak Freely: Why Universities Must Defend Free Speech,0691181608
I SY E,601,Spec Topics Industrial Engr,Data Visualization: A practical introduction.,0691181622
LAW,723,Legal Research and Writing,"The Bluebook, A Uniform System of Citation",0692400197
COMP LIT,350,Problms in Comp Lit & Cultures,The Blind Owl and Other Stories,0714544588
PHM SCI,432,Pharmaceutical Biochemistry,Lehninger Principles of Biochemistry,0716771081
NURSING,828,Clinical Leadership III,The Clinical Nurse Specialist in Theory and Practice,0721644868
CHICLA,330,Topics in Chicano/a Studies,Exit West,0735212206
A A E,335,Intro to Data Analysis,Microsoft Excel 2016 Step by Step,0735697485
COMP SCI,639,UG Elective Topic in Computing,Feynman Lectures on Computation,0738202969
CHICLA,330,Topics in Chicano/a Studies,Across a Hundred Mountains,0743269582
COMP LIT,203,Intro Cross-Cultrl Lit Form,The Tempest,0743482837
AFRICAN,204,Intro Topics African Languages,Language and Politics,0748624539
CHEM,713,Inorg&Organometal Chemistry,Chemistry of the Elements,0750633659
SLAVIC,101,1st Semester Russian,"Russian Stage One: Live from Russia, Volume 1 (textbook and workbook)",0757552014
AFRICAN,331,First Semester Swahili,"Kiswahili: Msingi wa Kusema, Kusoma na Kuandika",0761809722
RP & SE,719,Intro to Qualitative Research,Foundations of Social Research: Meaning and Perspective in the Research Process,0761961062
L I S,622,Childrens Literature,Wild Things: Acts of Mischief in Children?s Literature.,0763651503
OCC THER,873,Adv Outcome Measure in OT,Conducting Health Outcomes Research,0763786779
ENGL,350,Topics in Gender & Literature,Autonomous,0765392077
POLI SCI,272,Intro to Public Policy,An Introduction to the Policy Process,0765646620
E P D,690,Special Topics in E P D,Automotive Emissions Regulations and Exhaust Aftertreatment Systems,9780768099
LAW,711,Contracts I,"Contract Law & Theory:  Selected Provisions: Restatement of Contracts, Uniform Commercial Code",0769848952
PHM SCI,542,Parenteral Therapy & Nutrition,A Practical Guide to Contemporary Pharmacy Practice,0781783965
CURRIC,240,"Crit Aspects Teach, Schl, Educ",Sahara Special,0786816118
ELPA,999,Independent Reading,Foundations of Student Affairs,0787967918
ELPA,715,Govern&Admin-Coll&Universty,"Reframing Organizations: Artistry, Choice, and Leadership",0787987992
ELPA,715,Govern&Admin-Coll&Universty,Engaging the Six Cultures of the Academy,0787995195
CSCS,400,Philanthropy & Civic Engagemnt,Inspired Philanthropy,0787996529
ELPA,736,Admin Stdt Serv-Higher Educ,The Handbook of Student Affairs Administration,0787997335
CLASSICS,227,Intro to Biblical Lit,A Short Introduction to the Hebrew Bible,0800662073
AFROAMER,338,The Black Arts Movement,SOS Poems by Amiri Baraka 1961-2013,0802123350
PORTUG,221,Intro-Luso-Brazilian Lits,Fernando Pessoa & Co. Selected Poems.,0802136275
ENGL,800,Critical Methods in Lit,"Black Skin, White Masks",0802143006
AMER IND,172,Literatures of Native America,Flight: A Novel,0802170378
PHY THER,664,Clinical Medicine I,Fundamentals of Musculoskeletal Imaging,0803638211
OCC THER,873,Adv Outcome Measure in OT,Foundations of Clinical Research: Applications to Evidence-Based Practice,0803661134
NURSING,470,School Nursing and Comm Hlth,School Nursing: A Comprehensive Text,0803669017
ENGL,822,Topics in Theory,Discourse Networks 1800/1900,0804720991
HISTORY,600,Advanced Seminar in History,W. E. B. Du Bois: A Biography,0805088052
PSYCH,610,Design&Anlys-Psych Expermnts I,Data Analysis: A Model-Comparison Approach.,0805833881
AMER IND,474,Ethnobotany,BIODIVERSITY & NATIVE AMERICA,0806133454
AMER IND,437,American Indian Women,Making a Difference: My Fight for Native Rights and Social Justice,0806164274
ENGL,814,Topics in Contemporary Lit,Kindred,0807083697
ELPA,911,Authentic Pedagogy and Achieve,Pedagogy of confidence: Inspiring high intellectual performance in urban schools,0807752241
CURRIC,672,Issues in ESL Education,Educating Emergent Bilinguals: Policies Programs and Practices for English Learners,0807758854
AFROAMER,712,Educ and Civil Rights Movement,"Living for the City: Migration, Education, and the Rise of the Black Panther Party in Oakland, Calif",0807871133
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Smart People,0810134645
ENGL,822,Topics in Theory,The Hour of the Star,0811219495
LEGAL ST,645,Intellectual Freedom,Democracy and Truth,0812250848
ENGL,162,Shakespeare,Hamlet (Modern Library Classics),0812969092
ENGL,162,Shakespeare,The Tempest (Modern Library Classics),0812969108
ENGL,162,Shakespeare,A Midsummer Night's Dream (Modern Library Classics),0812969122
ENGL,162,Shakespeare,Macbeth (Modern Library Classics),0812969160
ENGL,162,Shakespeare,"Henry IV, Part One (Modern Library Classics)",0812969245
ENGL,175,Lit & the Other Disciplines,imperium in imperio,0812971606
CSCS,300,Nonprofit Sector: Overview,Just Mercy:  A Story of Justice and Redemption,0812984965
ENGL,156,Literature and Medicine,When Breath Becomes Air,0812988406
AFROAMER,628,Hist-Civ Rghts Movmnt in US,Just Mercy,0812989397
AFROAMER,272,Race&Am Pol:New Deal-New Right,Between the World and Me,0812993547
C&E SOC,140,Intro-Community & Envir Soc,Stolen Harvest: The hijacking of the Global Food Supply,0813166551
POLI SCI,460,Topics in Political Philos,Man and the State,0813209050
MATH,415,"Appl Dyn Sys, Chaos&Modelng",Nonlinear Dynamics and Chaos,0813349107
ELPA,887,Diversity and Inequality,Toxic Ivory Towers: The Consequences of Work Stress on Underrepresented Minority Facult,0813592978
AFROAMER,338,The Black Arts Movement,The Spook Who Sat by the Door,0814322468
COM ARTS,359,Sports Media,How to Watch Television,0814763988
GEN&WS,720,Spec Topics-Gender&Wmn Studies,"Caring Democracy: Markets, Equality, Justice",0814782781
ELPA,887,Diversity and Inequality,Diversity and Inclusion on Campus: Supporting Students of Color in Higher Education,0815376927
JEWISH,431,Intmed Topcs in Jewish History,Granda: A Novel,0815607656
AMER IND,474,Ethnobotany,ENDURING SEEDS,0816522590
HISTORY,431,History of Scand to 1815,Scandinavia Since 1500,0816620999
POLI SCI,460,Topics in Political Philos,John Paul II: Man and Woman He Created Them: A Theology of the Body,0819874214
CHICLA,330,Topics in Chicano/a Studies,Running a Thousand Miles for Freedom,0820321042
HISTORY,861,Seminar-History of Africa,The Power to Name: A History of Anonymity in Colonial West Africa,9780821420
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Kill Move Paradise,0822240020
LACIS,440,Topics in LACIS,Reyita: The Life of a Black Cuban Woman in the Twentieth Century,0822325932
HISTORY,861,Seminar-History of Africa,Postcolonial Modernism: Art and Decolonization in Twentieth Century Nigeria,9780822357
ENGL,822,Topics in Theory,Listening to Images,0822362708
ENGL,800,Critical Methods in Lit,In the Wake,0822362944
HISTORY,861,Seminar-History of Africa,Critique of Black Reason,9780822373
GERMAN,236,Bascom Course,Recoding World Literature,0823273409
ASIALANG,127,First Semester Indonesian,"Asyik Berbahasa Indonesia / Indonesian Grammar in Context, Vol.1",0824834784
ASIALANG,127,First Semester Indonesian,"Ayo Berbahasa Indonesia / Let?s Speak Indonesian, Vol.1",0824834791
RP & SE,980,Clin Reh Cnslg-Adv Assess Prac,IQ testing 101,0826106292
RP & SE,903,Reh Coun Ed-Psychsoc Thry&Rsch,Understanding psychosocial adjustment to chronic illness and disability: A handbook for evidence-bas,0826123862
NURSING,726,Foundations APN Clin Pract I,Advanced Health Assessment of Women,0826124241
PUB AFFR,274,Topics in Public Policy,Jonas' Introduction to the US Health Care System,0826131744
NURSING,728,APN Clin Appl & Role Dev I,Adult Gerontology Practice Guidelines,0826195180
ED PSYCH,840,Clinical Pract-School Psych,Interviewing and Change Strategies for Helpers,0840028570
CBE,540,Polymer Sci & Technology,Introduction to Polymers,0849339295
JOURN,658,Communication Rsch Methods,Experimental and Quasi-Experimental Designs for Generalized Causal Inference,0864875488
CLASSICS,100,Legacy of Greece & Rome,Dulcitius,0865161788
GREEK,305,Intermediate Greek,Plato: Apology,0865163485
LATIN,563,Mediaeval Latin,The Other Middle Ages,0865168374
SOC WORK,821,SW Pract. in Aging & MH,Foundations of Social Work Practice in the Field of Aging,0871015242
THEATRE,464,Costume Technology Topics,Puppets: Methods and Materials,0871921420
POLI SCI,460,Topics in Political Philos,Augustine: Political Writings,0872202108
ILS,365,Machiavelli and His World,Machiavelli: Selected Political Writings,0872202474
POLI SCI,460,Topics in Political Philos,Thomas Aquinas: On Law Morality and Politics,0872206632
DANCE,255,Move Comp-Perform/Visul Art,Dancer Talking Dance,0873226677
AMER IND,100,Intro-Amer Indian Studies,Everything You Wanted To Know About Indians But Were Afraid To Ask,0873518611
HISTORY,201,The Historian's Craft,My Grandfather?s Knocking Sticks: Ojibwe Family Life and Labor on the Reservation,0873519243
FRENCH,631,Lit Francaise-XVIIIe Siecle,Lettres de Mistriss Henley publiees par son amie,0873527750
RP & SE,365,Tching Math in Inclusive Set,Smarter Together,0873536561
FOLKLORE,100,Introduction to Folklore,Folklore Rules,0874219050
CS&D,503,"Neurl Mech Speech,Hear&Lang",Neuroanatomy through Clinical Cases,0878936137
AFRICAN,323,Third Semester Arabic,Arabic-English Dictionary,0879500030
N E,411,Nuclear Reactor Engineering,Nuclear Heat Transport,0894480140
THEATRE,464,Costume Technology Topics,Costumes and Chemistry,0896762145
COMP SCI,532,Mtrx Mthds in Machine Learning,Matrix Methods in Data Mining and Pattern Recognition,0898716269
COMP SCI,714,Methods of Computatnl Math I,Finite Difference Methods for Ordinary and Partial Differential Equations,0898716290
HORT,234,Ornamental Plants,The Houseplant Expert,0903505352
POLI SCI,460,Topics in Political Philos,Hilaire Belloc: The Servile State,0913966327
ILS,365,Machiavelli and His World,Mandragola (The Mandrake),0917974571
AFRICAN,670,Theory & Methods LCTL Learning,The Whole World Guide to Language Learning,0933662759
ITALIAN,203,Third Semester Italian,English Grammar for Students of Italian,0934034203
THEATRE,464,Costume Technology Topics,From the Neck Up,0941082006
GERMAN,236,Bascom Course,Nervous Conditions,0954702335
L I S,341,Tpcs in Info St-Tech Aspects,Now You See It,0970601988
PSYCH,601,Current Topics - Psychology,Psychology Applied To Work 11th Edition,0974934501
CBE,660,Intmed Problems in ChE,Modeling and analysis principles for chemical and biological engineers,0975937716
MATH,320,Linear Alg & Diff Equations,Differential equations and linear algebra,0980232790
COM ARTS,552,Contemporary Hollywood Cinema,Christopher Nolan: A Labyrinth of Linkages,0983244059
BOTANY,330,Algae,ALGAE,0986393532
ENGL,814,Topics in Contemporary Lit,Buck Studies,0986437373
MUSIC,466,Diction for Singers,"Phonetic Transcription for Lyric Diction, expanded",0997557855
ASTRON,103,The Evolving Universe,Introduction to Astronomy,0998625737
M H R,320,"Nw Vntrs in Bus,Arts&Soc Entrp",Entrepreneurship,1071803653
RP & SE,300,Individls with Disabilities,Special education in contemporary society: An introduction to exceptionality,1071813461
FRENCH,804,Interdis W Europ Studies Sm,The Protestant Ethic and the Spirit of Capitalism,1101098479
M H R,628,Negotiations,Bargaining for Advantage: Negotiation Strategies for Reasonable People,1101221372
PHYSICS,709,Intro to Quantum Computing,Quantum Information and Quantum Computation,1107002173
ACT SCI,650,Actuarial Mathematics I,Actuarial Mathematics for Life Contingent Risks,1107044074
POLI SCI,414,Supreme Ct as Pol Instit,"The Conscientious Justice: How Supreme Court Justices' Personalities Influence the Law, the High Cou",1107168718
M E,364,Elementary Heat Transfer,Introduction to engineering heat transfer,1107179530
INTER-LS,107,1st-Yr Smr: Social&Natural Sci,Finding Our Place in the Solar System,1107182295
N E,305,Fundamentals-Nuclear Engr,Introduction to quantum mechanics,1107189638
ASIALANG,141,First Semester Sanskrit,The Cambridge Introduction to Sanskrit,1107459069
ASIAN,255,Intro East Asian Civilizations,A History of East Asia,1107544895
THEATRE,329,Intro-Africn-Amer Performnc,The Cambridge Companion to African American Theatre,1107602755
POLI SCI,414,Supreme Ct as Pol Instit,The Solicitor General and the United States Supreme Court,1107680999
A A E,881,Benefit-Cost Analysis,Cost-Benefit Analysis: Concepts and Practice,1108401296
MATH,431,Intro-Theory of Probability,Introduction to Probability (Cambridge Mathematical Textbooks),1108415859
PHYSICS,731,Quantum Mechanics,Modern Quantum Mechanics,1108422413
ESL,116,Acad Reading and Vocab Skills,Making Connections 4: Skills and Strategies for Academic Reading,1108570237
COM ARTS,610,Topics-Rhetoric&Pub Address,Trump and Us: What He Says and Why People Listen,1108796415
AGRONOMY,100,Prin & Prac-Crop Production,"Introduction to Agronomy: Food, Crops, and Environment",1111312336
ENGL,415,Introduction to TESOL Methods,Teaching English as a Second or Foreign Language,1111351694
PSYCH,225,Research Methods,Methods: Toward a Science of Behavior and Experience,1111521158
E P D,702,Professional Presentations,"Slide Rules: Design, build, and archive presentations in the engineering and technical fields",1118002964
E P D,518,Quality Engr & Quality Mgmnt,Design and Analysis of Experiments,1118146927
PHYSICS,247,A Modern Intro to Physics,Fundamentals of Physics Extended,1118230725
RP & SE,980,Clin Reh Cnslg-Adv Assess Prac,Essentials of WAIS-IV assessment,1118271889
CBE,440,Chemical Engineering Matl,Materials Science and Engineering - an Introduction,1118324578
CBE,430,Chem Kinetcs & Reactor Dsgn,Introduction to Chemical Engineering Kinetics and Reactor Design,1118368251
FINANCE,420,Investmt Bankg & Capital Mrkts,"Investment Banking: Valuation, Leveraged Buyouts, and Mergers and Acquisitions",1118472200
CSCS,335,Communicating-Key Audiences,"The Brand IDEA:  Managing Nonprofit Brands with Integrity, Democracy and Affinity",1118555835
M H R,322,Intro to Entrepreneurial Mgnt,Disciplined Entrepreneurship:24 Steps to a Successful Startup,1118692288
CIV ENGR,631,Toxicants in the Environmnt,Environmental Organic Chemistry,1118767238
B M E,320,Intro Transport Phenomena,Introductory Transport Phenomena,1118775523
PHM SCI,750,The Drug Development Process,Drugs: From Discovery to Approval,1118907276
DS,222,Interior Design I,Residential Interior Design: A Guide to Planning Spaces,1119013976
E C E,740,Electromagnetic Theory,"Theory and Computation of Electromagnetic Fields, 2nd Edition",1119108047
MARKETNG,722,Logistics Management,"Global Logistics & Supply Chain Management, 3rd edition",1119117827
KINES,370,"Pln, Fac, Assess Mvmt & Hlth",Health Promotion Programs; From Theory to Practice,1119163336
COUN PSY,926,Ethical & Professional Issues,Ethics in psychotherapy and counseling,1119195443
DS,222,Interior Design I,NKBA Kitchen and Bathroom Planning Guidelines with Access Standards,1119216001
ED PSYCH,570,Found of Ed Measurement,Educational Testing and Measurement,1119229346
ELPA,841,Legal Aspects of Higher Ed,"The Law of Higher Education, 6th Edition: Student Version",1119271918
G L E,537,Quantitative Methods,MATLAB: An Introduction with Applications,1119299257
DS,222,Interior Design I,The Codes Guidebook for Interiors,1119343196
ELPA,961,Critical Issues in Ed Policy,Empowered Educators,1119369608
B M E,462,Medical Instrumentation,Medical Instrumentation: Application and Design,1119457336
COUN PSY,800,Theories of Counseling,Counseling and Psychotherapy Theories in Context and Practice:3rd Edition,1119473312
M E,424,Stat Expermntl Design,Design and Analysis of Experiments,1119492443
ACCT I S,100,Intro Financial Accounting,Financial Accounting (WileyPLUS Next Generation Code and Loose-leaf print book),1119493648
ACCT I S,100,Intro Financial Accounting,Financial Accounting WileyPLUS Next Generation Code (Standalone),1119493679
ACCT I S,211,Intro Managerial Accounting,Managerial Accounting - Tools For Business Decision Making,1119498728
ACCT I S,302,Financial Reporting II,Intermediate Accounting,1119503682
DY SCI,535,Dairy Farm Mgmt Practicum,Bullet Proof Problem Solving,1119553021
E P D,629,Powertrain Systems & Controls,Control Systems Engineering,1119590132
PSYCH,720,Cognitive Neuroscience,Essentials of Cognitive Neuroscience,9781119607
ELPA,827,Surveys/Quant Data Collection,"Internet, Phone, Mail, and Mixed-Mode Surveys: The Tailored Design Method, 4th Edition",1119622895
ACCT I S,301,Financial Reporting I,Intermediate Accounting (see options below),1119632290
L I S,706,Data Mining Planning and Mgmt,"Predictive Analytics, Data Mining and Big Data: Myths, Misconceptions and Methods",1137379276
ECON,455,Behavioral Economics,Behavioral Economics,1138097124
CURRIC,240,"Crit Aspects Teach, Schl, Educ",Education and Racism: A Primer,1138118775
ELPA,736,Admin Stdt Serv-Higher Educ,Helping Skills for Working with College Students,1138122376
ECON,548,Economics of Health Care,Health Economics,1138207981
PUB AFFR,380,Tools for Public Policy,Policy Analysis: Concepts and Practice,1138216518
CNSR SCI,561,Retail Channel Strategy,"Experiential Marketing Consumer Behavior, Customer Experience and The 7Es",1138293151
HISTORY,201,The Historian's Craft,The Witchcraft Reader,1138565425
LSC,720,Intro-Communication Thry&Rsch,Media Effects: Advances in Theory and Research,1138590229
ELPA,961,Critical Issues in Ed Policy,New Imperatives of Educational Change,1138926936
COM ARTS,351,Television Industries,From Networks to Netflix: A Guide to Changing Channels,1138998513
ECON,390,Contemporary Economic Issues,Factfulness,1250123824
ASIAN AM,240,Topics-Asian Amer Studies,Number One Chinese Restaurant. A Novel,1250141293
ENGL,814,Topics in Contemporary Lit,Severance,1250214997
E P D,612,Technical Project Management,Project Management: The Managerial Process,1259666094
I SY E,315,Production Planning&Control,OPERATIONS & SUPPLY CHAIN MANAGEMENT,1259666100
CNSR SCI,562,The Global Consumer,International Marketing,1259712357
STAT,371,Intro Applied Stats-Life Sci,Statistics for Engineers and Scientists 5th Edition,1259717604
E P D,613,Intl Engr Strategies&Operatns,"International Management - Culture, Strategy and Behavior",1259921926
KINES,566,Promoting Community Health,Health Education: Elementary and Middle School Applications,1259922381
KINES,370,"Pln, Fac, Assess Mvmt & Hlth",Teaching Physical Education for Learning,1259922411
COM ARTS,181,Elements of Speech-Honors,eBook version of The Art of Public Speaking,1259924606
FINANCE,320,Investment Theory,Investments,1260013832
M H R,610,Compensation: Theory & Adm,Compensation (see website information below to purchase),1260043723
COM ARTS,350,Introduction to Film,Film Art: An Introduction,1260056082
PHM PRAC,551,Clinical Pharmacokinetics,Pharmacotherapy: A pathophysiologic Approach,1260116816
ANAT&PHY,335,Physiology,Vander's Human Physiology,1260231571
M H R,705,Human Resource Management,Human Resource Management,1260262575
NUTR SCI,132,Nutrition Today,Nutrition: Ecology and Behavior,1260361100
COM ARTS,100,Intro to Speech Composition,"Connect Access Card for The Art of Public Speaking,",1260412888
NURSING,704,Ldrshp in Adv Practc Nursing I,Advanced Practice Nursing: Essential Knowledge for the Profession,1284072570
NUTR SCI,525,"Nutrition, Fitness and Health",Practical Applications in Sports Nutrition,1284101393
NUTR SCI,653,Clinical Nutrition Research,Nutrition Research Concepts and Applications,1284101539
PUBLHLTH,783,Quantitative Approaches to PH,Essentials of Biotatistics in Public Health,1284108194
OCC THER,811,Appld Leadshp & Mangmnt in OT,"Leadership for Health Professionals: Theory, Skills, and Applications",1284109412
PUBLHLTH,783,Quantitative Approaches to PH,Essentials of Epidemiology in Public Health,1284128352
NUTR SCI,651,Adv Clin Nutrition Pediatrics,Samour & King's Pediatric Nutrition in Clinical Care,1284146394
S&A PHM,411,Pharmacy and Health System,McCarthy's Introduction to Health Care Delivery: A Primer for Pharmacists,1284564426
ITALIAN,204,Fourth Semester Italian,Ponti (Hard Cover),1285041902
CHEM,104,General Chemistry II,A subscription to OWLv2 for Chemistry: The Molecular Science,1285460369
FRENCH,204,Fourth Semester French,Sur le Vif (bundle: ISBN 978-1285-72260-3,1285722603
SPANISH,325,Advanced Conversation,Conversaciones creadoras,1285733845
SOC WORK,721,Methods-Planning Analysis,Applied Statistics for Public and Nonprofit Administration (9th Edition),1285737232
MICROBIO,303,Biology of Microorganisms,Through the Microscope,1304788573
MATH,211,Calculus,***See special instructions***,1305085312
RP & SE,501,Rehab-Cnslg Psych: Applcatn,The Human Services Internship: Getting the Most from Your Experience,1305087347
SOC WORK,640,Diversity Opp Soc Just in SW,"Race, Class, and Gender: An Anthology",1305093614
STAT,311,"Intro Math Stat (Theo, Meth) I",PROBABILITY AND STATISTICS for Engineers and the Sciences,1305251809
RP & SE,500,Rehab-Cnslg Psych: Foundatn,"Theory, Practice, and Trends in Human Services: An Introduction (6th Edition)",1305271494
SOC WORK,835,Adv Soc Work Pract-Mental Hlth,Interpersonal Process in Therapy: An integrative Model,1305271531
STAT,371,Intro Applied Stats-Life Sci,An Introduction to Statistical Methods and Data Analysis,1305465527
RP & SE,464,Diagnosis and Assessment,Assessment in Special and Inclusive Education,1305642355
NUTR SCI,641,App Clinical Nutrition I,Medical Nutrition Therapy. A case Study Approach,1305875357
LSC,314,Intro to Digital Video Prod,Video Basics (8th Edition),1305950863
M H R,434,Venture Creation,New Venture Creation -Fall 2020,1307623796
C&E SOC,360,Stats for Sociologists I,The Basic Practice of Statistics,1319042578
HISTORY,261,American Legal History to 1860,Dred Scott v. Sandford: A Brief History with Documents,1319048983
ECON,464,International Trade,International Trade,9781319061
ECON,461,International Macroeconomics,International Macroeconomics,1319061722
HISTORY,201,The Historian's Craft,The Salem Witch  Hunt: A Brief History with Documents,1319088132
CHEM,343,Intro Organic Chemistry,Organic Chemistry Custom Bundle (text and solutions manual),1319100704
AMER IND,100,Intro-Amer Indian Studies,First Peoples: A Documentary Survey of American Indian History,1319104917
ECON,441,Analytical Public Finance,Public Finance and Public Policy,1319105280
HISTORY,600,Advanced Seminar in History,A Pocket Guide to Writing in History,1319113025
BIOLOGY,152,Introductory Biology,How Life Works,1319328634
ECON,102,Principles-Macroeconomics,"Principles of Macroeconomics, Loose-leaf Version",1337378994
ECON,410,Introductory Econometrics,Introductory Econometrics: A Modern Approach,1337558860
ACCT I S,630,Audit and Assurance Services,Auditing: A Risk-Based Approach,1337619455
INFO SYS,422,Computer-Based Data Mgt,"Database Systems: Design, Implementation, & Management",1337627900
MATH,112,Algebra,WebAssign for College Algebra,1337771870
ITALIAN,204,Fourth Semester Italian,Ponti (Looseleaf version),1337816878
MATH,319,Tech-Ordinary Diff Equation,WebAssign(with eBook) for Zill Differential equations with Boundary-Value Problems,1337879767
ENGL,458,Major American Writer(s),Ernest Hemingway: A Literary Life,1349520299
PSYCH,508,Human Emotions:Biology-Culture,Psychology of Emotion,1351995719
BSE,249,Engr Principles-Biol Systms,BSE 249: Engineering Principles for Biological Systems,1394047345
COM ARTS,612,Topics-Communicatn Science,The Immortal Life of Henrietta Lacks,1400052189
SLAVIC,245,Topics-Slavic Literatures,War and Peace. Translated by Richard Pevear and Larissa Volokhonsky,1400079988
G L E,801,Spec Topics-Geological Engr,Earthquake and Volcano Deformation,1400833856
ED PSYCH,326,"Mind, Brain and Education",The Learning Brain,1405124010
ENGL,315,English Phonology,Introductory Phonology,1405184113
ENGL,176,Topics in Literature and Film,A Midsummer Night's Dream,1408133491
CURRIC,318,Teaching Reading and Writing,Using the Language Experience approach with English Language Learners,1412955058
SOC WORK,949,Proseminar,Qualitative inquiry and research design: Choosing among five approaches (3rd Ed.).,1412995306
AFROAMER,156,Black Music&Am Cultrl Hist,The Rap Yearbook,1419718182
ASIAN AM,150,Lit & Culture of Asian America,The Best We Could Do,1419718786
SOIL SCI,622,Soil Physics,Soil Physics with HYDRUS: Modeling and Applications,1420073805
ELPA,887,Diversity and Inequality,"Degrees of Inequality Culture, Class, and Gender in American Higher Education",1421405742
ELPA,701,Intro-Higher & Post-Sec Ed,American Higher Education in the 21st Century,1421419909
SOC WORK,836,Mental Hlth Policies&Services,Committed: The Battle over Involuntary Psychiatric Care,1421420783
ELPA,701,Intro-Higher & Post-Sec Ed,A History of American Higher Education,1421428833
E C E,235,Intro-Solid State Electronics,Modern Physics,1429250788
GEOSCI,875,Advanced Topics in Geology,Earth's Climate: Past and Future,1429255257
GEOSCI,304,Geobiology,Earth System History,1429255264
NURSING,741,Adv Prac Nrsg Thry-Famly&Child,Theories of Developmental Psychology,1429278980
OCC THER,673,Sci Inq-OT III: Data Coll&Anal,Publication Manual of the American Psychological Association,1433805615
RP & SE,842,Legal Foundations of Spec Ed,Publication manual of the American Psychological Association,1433832161
RP & SE,501,Rehab-Cnslg Psych: Applcatn,Publication Manual of the American Psychological Association,1433832178
RP & SE,310,Positive Psych and Well Being,Flourish: A visionary new understanding of happiness and well-being,1439190760
NUTR SCI,650,Adv Clin Nutr: Crit Care Nutr,Nutrition Support for the Critically Ill Patient: A Guide to Practice,1439879993
M S & E,456,"Elec,Opt&Mag Prop of Materials",Electronic Properties of Materials,1441981646
ANTHRO,860,Hist-Anthropological Theory,"Anthropological Theory: An Introductory	History",1442257023
HISTORY,201,The Historian's Craft,The Bedevilment of Elizabeth Lorentz,1442634947
ANTHRO,860,Hist-Anthropological Theory,A History of Anthropological Theory,1442636835
ANTHRO,860,Hist-Anthropological Theory,"Readings for a History of Anthropological Theory, Fifth Edition",1442636873
GEOSCI,202,Intro to Geologic Structures,An Introduction to Geological Structures & Maps,1444112122
ELPA,502,Wkshp-Ed Leadership & Pol Anal,Administration of Intercollegiate Athletics,1450468152
KINES,330,Research in Kinesiology,Research Methods in Physical Activity,1450470445
PHM SCI,542,Parenteral Therapy & Nutrition,Pharmaceutical Calculations,1451120363
HISTORY,427,US Military History to 1902,For the Common Defense: A Military History of the United States from 1607 to 2012,1451623536
RELIG ST,305,"Women, Gender and Religion",Book of Mormon Girl,1451699685
SOC WORK,949,Proseminar,Qualitative methods in social work research (3rd Edition).,1452256702
E P D,611,Engr Economics & Management,Managerial Accounting (Purchase directly from publisher - see link below),1453375723
CNSR SCI,665,Household Risk Management,Risk Management for Individuals and Enterprises v2.0,1453392072
LAW,801,Evidence,AN ANALYTICAL APPROACH TO EVIDENCE,1454862987
LAW,817,Business Organizations I,Business Organizations,1454868361
LAW,711,Contracts I,Contracts: Cases and Doctrine,1454871033
LAW,828,International Transactions,"International Business Transactions: Problems, Cases, and Materials Documents Supplement",1454875666
LAW,714,Civil Procedure I,Civil Procedure:  A Coursebook (3rd Edition),1454881421
LAW,736,Secured Transactions,Problems and Materials on Secured Transactions,1454886068
LAW,850,Professnl Responsibilities,"Ethical Problems in the Practice of Law, Concise 4th edition",1454891284
CS&D,503,"Neurl Mech Speech,Hear&Lang",Nolte's the Human Brain,1455728596
HISTORY,130,Intro to World History,Islam in the Indian Ocean: A Brief History with Documents,1457609770
ECON,725,Machine Learning for Econ,Introduction to Statistical Learning,1461471387
ED PSYCH,840,Clinical Pract-School Psych,Clinical Interviews for Children and Adolescents: Assessment to Intervention,1462508419
SOC WORK,835,Adv Soc Work Pract-Mental Hlth,Clinical Handbook of Psychological Disorders,1462513260
NURSING,726,Foundations APN Clin Pract I,DSM 5 Made Easy: The clinician's guide to diagnosis,1462514427
CURRIC,368,The Teaching of Reading,Best Practices in Literacy Instruction,1462536771
M M & I,528,Immunology,Kuby Immunology 8th Edition,1464189784
